"id","high_risk","outcome"
128,FALSE,0
129,FALSE,2
130,FALSE,3
131,FALSE,1
132,FALSE,1
133,FALSE,1
134,TRUE,4
135,TRUE,4
136,FALSE,3
137,FALSE,1
138,FALSE,2
139,TRUE,4
140,FALSE,2
141,FALSE,1
142,FALSE,1
143,FALSE,3
144,TRUE,4
145,TRUE,4
146,FALSE,2
147,FALSE,1
148,FALSE,1
149,FALSE,1
150,TRUE,4
151,FALSE,0
152,FALSE,2
153,FALSE,3
154,FALSE,0
155,FALSE,0
156,TRUE,4
157,TRUE,4
158,FALSE,1
159,TRUE,4
160,FALSE,2
161,TRUE,4
162,TRUE,4
163,FALSE,3
164,FALSE,3
165,FALSE,2
166,FALSE,1
167,TRUE,4
168,TRUE,4
169,FALSE,3
170,TRUE,4
171,FALSE,1
172,FALSE,1
173,FALSE,0
174,FALSE,1
175,FALSE,2
176,FALSE,2
177,TRUE,4
178,FALSE,1
179,TRUE,4
180,TRUE,4
181,FALSE,1
182,FALSE,1
183,FALSE,0
184,FALSE,2
185,FALSE,2
186,FALSE,1
187,FALSE,2
188,FALSE,1
189,FALSE,0
190,FALSE,0
191,TRUE,4
192,FALSE,0
193,TRUE,4
194,FALSE,3
195,FALSE,1
196,FALSE,2
197,FALSE,1
198,FALSE,1
199,FALSE,3
200,TRUE,4
201,FALSE,0
202,FALSE,1
203,FALSE,0
204,FALSE,1
205,FALSE,2
206,FALSE,2
207,FALSE,1
208,FALSE,1
209,TRUE,4
210,FALSE,3
211,TRUE,4
212,FALSE,1
213,FALSE,1
214,TRUE,4
215,TRUE,4
216,FALSE,1
217,FALSE,2
218,TRUE,4
219,FALSE,3
220,TRUE,4
221,FALSE,1
222,FALSE,1
223,TRUE,4
224,FALSE,1
225,TRUE,4
226,FALSE,0
227,FALSE,1
228,TRUE,4
229,FALSE,1
230,TRUE,4
231,FALSE,1
232,TRUE,4
233,FALSE,2
234,FALSE,3
235,TRUE,4
236,TRUE,4
237,TRUE,4
238,FALSE,1
239,TRUE,4
240,TRUE,4
241,TRUE,4
242,FALSE,2
243,FALSE,1
244,FALSE,2
245,FALSE,1
246,TRUE,4
247,FALSE,2
248,FALSE,3
249,TRUE,4
250,FALSE,2
251,FALSE,2
252,FALSE,0
253,FALSE,1
254,TRUE,4
255,FALSE,1
256,TRUE,4
257,TRUE,4
258,FALSE,1
259,FALSE,2
260,TRUE,4
261,FALSE,2
262,FALSE,0
263,FALSE,0
264,TRUE,4
265,FALSE,2
266,FALSE,0
267,TRUE,3
268,FALSE,2
269,FALSE,0
270,TRUE,4
271,FALSE,3
272,FALSE,1
273,FALSE,3
274,TRUE,4
275,FALSE,2
276,FALSE,1
277,FALSE,1
278,FALSE,2
279,FALSE,1
280,TRUE,4
281,FALSE,1
282,FALSE,1
283,TRUE,3
284,FALSE,2
285,TRUE,4
286,TRUE,4
287,FALSE,2
288,FALSE,1
289,FALSE,1
290,FALSE,0
291,FALSE,0
292,FALSE,0
293,TRUE,4
294,FALSE,1
295,TRUE,4
296,FALSE,2
297,TRUE,4
298,FALSE,2
299,FALSE,1
300,TRUE,4
301,FALSE,0
302,TRUE,4
303,TRUE,4
304,TRUE,4
305,FALSE,2
306,TRUE,4
307,FALSE,1
308,FALSE,1
309,FALSE,0
310,TRUE,4
311,FALSE,0
312,TRUE,4
313,TRUE,4
314,TRUE,4
315,FALSE,0
316,TRUE,4
317,FALSE,3
318,FALSE,2
319,FALSE,2
320,FALSE,1
321,FALSE,2
322,FALSE,1
323,FALSE,2
324,FALSE,2
325,TRUE,4
326,FALSE,3
327,TRUE,4
328,TRUE,4
329,FALSE,0
330,TRUE,4
331,FALSE,1
332,FALSE,0
333,FALSE,0
334,FALSE,1
335,FALSE,2
336,FALSE,1
337,TRUE,4
338,FALSE,0
339,FALSE,2
340,FALSE,1
341,FALSE,1
342,TRUE,4
343,FALSE,0
344,FALSE,1
345,TRUE,4
346,FALSE,1
347,TRUE,4
348,TRUE,4
349,FALSE,0
350,FALSE,0
351,FALSE,0
352,FALSE,1
353,TRUE,4
354,FALSE,1
355,FALSE,1
356,FALSE,1
357,TRUE,4
358,TRUE,4
359,TRUE,4
360,FALSE,2
361,FALSE,2
362,FALSE,2
363,FALSE,2
364,FALSE,1
365,TRUE,4
366,FALSE,2
367,FALSE,2
368,TRUE,4
369,FALSE,1
370,FALSE,0
371,FALSE,2
372,TRUE,4
373,FALSE,1
374,TRUE,4
375,FALSE,1
376,FALSE,1
377,TRUE,4
378,FALSE,0
379,FALSE,2
380,FALSE,3
381,FALSE,1
382,FALSE,1
383,FALSE,2
384,FALSE,2
385,TRUE,4
386,TRUE,4
387,FALSE,0
388,FALSE,1
389,TRUE,4
390,FALSE,1
391,FALSE,1
392,TRUE,4
393,FALSE,0
394,FALSE,1
395,FALSE,2
396,FALSE,0
397,FALSE,1
398,FALSE,1
399,FALSE,1
400,TRUE,4
401,FALSE,2
402,FALSE,2
403,TRUE,4
404,TRUE,4
405,FALSE,2
406,TRUE,4
407,FALSE,1
408,FALSE,1
409,TRUE,4
410,FALSE,1
411,FALSE,1
412,TRUE,4
413,FALSE,1
414,FALSE,2
415,FALSE,2
416,TRUE,4
417,TRUE,4
418,FALSE,1
419,FALSE,0
420,FALSE,2
421,FALSE,0
422,FALSE,1
423,FALSE,2
424,TRUE,4
425,FALSE,1
426,TRUE,4
427,TRUE,4
428,FALSE,2
429,FALSE,0
430,TRUE,4
431,FALSE,1
432,FALSE,0
433,FALSE,0
434,TRUE,4
435,TRUE,4
436,TRUE,4
437,TRUE,4
438,FALSE,1
439,FALSE,1
440,FALSE,0
441,TRUE,4
442,FALSE,2
443,FALSE,2
444,FALSE,3
445,FALSE,2
446,FALSE,2
447,FALSE,2
448,FALSE,1
449,TRUE,4
450,FALSE,1
451,FALSE,1
452,FALSE,0
453,FALSE,1
454,FALSE,0
455,FALSE,2
456,TRUE,4
457,FALSE,1
458,TRUE,4
459,FALSE,0
460,TRUE,4
461,TRUE,4
462,FALSE,1
463,FALSE,2
464,FALSE,0
465,FALSE,0
466,TRUE,4
467,TRUE,4
468,FALSE,1
469,FALSE,2
470,FALSE,0
471,FALSE,1
472,TRUE,4
473,FALSE,1
474,FALSE,2
475,FALSE,2
476,FALSE,1
477,FALSE,1
478,TRUE,4
479,FALSE,0
480,FALSE,1
481,FALSE,1
482,FALSE,3
483,FALSE,1
484,TRUE,4
485,TRUE,4
486,FALSE,1
487,FALSE,2
488,TRUE,4
489,FALSE,1
490,FALSE,1
491,TRUE,4
492,FALSE,0
493,TRUE,4
494,TRUE,4
495,FALSE,3
496,TRUE,4
497,TRUE,4
498,FALSE,1
499,FALSE,1
500,FALSE,2
501,FALSE,2
502,FALSE,0
503,TRUE,4
504,FALSE,2
505,FALSE,1
506,FALSE,1
507,FALSE,2
508,TRUE,4
509,TRUE,4
510,FALSE,3
511,FALSE,1
512,FALSE,1
513,FALSE,1
514,FALSE,2
515,FALSE,0
516,FALSE,0
517,FALSE,2
518,TRUE,4
519,FALSE,2
520,FALSE,1
521,FALSE,0
522,FALSE,2
523,FALSE,3
524,FALSE,0
525,FALSE,1
526,FALSE,1
527,FALSE,2
528,TRUE,4
529,FALSE,1
530,FALSE,1
531,FALSE,2
532,FALSE,0
533,FALSE,2
534,TRUE,4
535,FALSE,1
536,FALSE,2
537,TRUE,4
538,FALSE,1
539,FALSE,1
540,TRUE,4
541,FALSE,1
542,TRUE,4
543,FALSE,1
544,TRUE,4
545,FALSE,2
546,TRUE,4
547,FALSE,1
548,FALSE,0
549,FALSE,1
550,FALSE,0
551,FALSE,2
552,TRUE,4
553,TRUE,4
554,FALSE,1
555,FALSE,2
556,FALSE,1
557,FALSE,0
558,FALSE,1
559,TRUE,4
560,TRUE,3
561,FALSE,3
562,FALSE,1
563,FALSE,0
564,TRUE,4
565,FALSE,3
566,FALSE,3
567,TRUE,4
568,TRUE,4
569,FALSE,1
570,TRUE,4
571,TRUE,4
572,FALSE,1
573,FALSE,1
574,FALSE,1
575,TRUE,4
576,TRUE,4
577,TRUE,4
578,FALSE,1
579,TRUE,4
580,TRUE,4
581,FALSE,2
582,FALSE,0
583,FALSE,1
584,FALSE,0
585,FALSE,0
586,FALSE,0
587,FALSE,0
588,TRUE,4
589,FALSE,0
590,TRUE,4
591,FALSE,1
592,FALSE,1
593,FALSE,1
594,TRUE,4
595,TRUE,4
596,FALSE,1
597,FALSE,1
598,FALSE,1
599,TRUE,4
600,FALSE,1
601,FALSE,2
602,TRUE,4
603,FALSE,1
604,TRUE,4
605,FALSE,1
606,TRUE,4
607,TRUE,4
608,FALSE,2
609,FALSE,2
610,TRUE,4
611,FALSE,1
612,FALSE,0
613,FALSE,1
614,FALSE,0
615,TRUE,4
616,FALSE,2
617,FALSE,0
618,TRUE,4
619,FALSE,2
620,FALSE,1
621,FALSE,2
622,FALSE,1
623,FALSE,0
624,FALSE,3
625,TRUE,4
626,FALSE,1
627,TRUE,4
628,FALSE,3
629,TRUE,4
630,FALSE,2
631,FALSE,1
632,FALSE,1
633,FALSE,2
634,TRUE,4
635,FALSE,2
636,FALSE,2
637,FALSE,1
638,FALSE,0
639,FALSE,1
640,FALSE,1
641,TRUE,4
642,FALSE,4
643,TRUE,4
644,TRUE,4
645,FALSE,2
646,FALSE,0
647,FALSE,0
648,TRUE,4
649,FALSE,1
650,FALSE,0
651,FALSE,1
652,FALSE,0
653,FALSE,1
654,TRUE,4
655,FALSE,3
656,FALSE,2
657,FALSE,1
658,FALSE,0
659,FALSE,1
660,FALSE,0
661,FALSE,0
662,FALSE,1
663,FALSE,1
664,FALSE,0
665,TRUE,4
666,FALSE,2
667,FALSE,2
668,TRUE,4
669,FALSE,1
670,FALSE,1
671,FALSE,3
672,FALSE,2
673,TRUE,4
674,TRUE,4
675,FALSE,1
676,FALSE,1
677,FALSE,1
678,FALSE,1
679,TRUE,4
680,FALSE,2
681,TRUE,4
682,TRUE,4
683,FALSE,2
684,TRUE,4
685,TRUE,4
686,TRUE,4
687,FALSE,0
688,FALSE,0
689,FALSE,2
690,FALSE,1
691,FALSE,1
692,FALSE,1
693,FALSE,0
694,FALSE,0
695,FALSE,1
696,TRUE,4
697,FALSE,2
698,FALSE,1
699,TRUE,4
700,FALSE,2
701,FALSE,1
702,FALSE,1
703,TRUE,4
704,FALSE,0
705,TRUE,4
706,FALSE,0
707,TRUE,4
708,FALSE,2
709,FALSE,2
710,FALSE,2
711,TRUE,4
712,FALSE,2
713,FALSE,2
714,FALSE,2
715,TRUE,4
716,TRUE,4
717,TRUE,4
718,FALSE,1
719,TRUE,4
720,TRUE,4
721,FALSE,3
722,FALSE,0
723,TRUE,4
724,FALSE,1
725,TRUE,4
726,TRUE,4
727,FALSE,0
728,TRUE,4
729,TRUE,4
730,FALSE,1
731,FALSE,1
732,FALSE,1
733,TRUE,4
734,TRUE,4
735,TRUE,4
736,TRUE,4
737,TRUE,4
738,FALSE,1
739,TRUE,4
740,TRUE,4
741,TRUE,4
742,TRUE,4
743,TRUE,4
744,TRUE,4
745,FALSE,1
746,FALSE,2
747,TRUE,4
748,FALSE,1
749,FALSE,4
750,TRUE,4
751,FALSE,3
752,TRUE,4
753,FALSE,0
754,TRUE,4
755,FALSE,0
756,TRUE,4
757,TRUE,4
758,FALSE,1
759,FALSE,0
760,TRUE,4
761,TRUE,4
762,FALSE,0
763,FALSE,0
764,FALSE,4
765,TRUE,4
766,FALSE,0
767,FALSE,1
768,FALSE,1
769,FALSE,1
770,FALSE,2
771,FALSE,3
772,FALSE,2
773,FALSE,2
774,TRUE,4
775,FALSE,0
776,FALSE,3
777,TRUE,4
778,FALSE,1
779,FALSE,2
780,TRUE,4
781,TRUE,4
782,FALSE,4
783,FALSE,1
784,FALSE,4
785,FALSE,0
786,FALSE,4
787,FALSE,1
788,TRUE,4
789,FALSE,1
790,TRUE,4
791,TRUE,4
792,FALSE,1
793,FALSE,2
794,TRUE,4
795,FALSE,3
796,FALSE,1
797,FALSE,0
798,FALSE,1
799,TRUE,4
800,TRUE,4
801,TRUE,4
802,TRUE,4
803,TRUE,4
804,FALSE,1
805,FALSE,1
806,TRUE,4
807,TRUE,4
808,TRUE,4
809,FALSE,1
810,FALSE,1
811,TRUE,4
812,FALSE,1
813,TRUE,4
814,TRUE,4
815,TRUE,4
816,FALSE,2
817,FALSE,1
818,FALSE,1
819,FALSE,2
820,TRUE,4
821,FALSE,1
822,FALSE,1
823,FALSE,0
824,FALSE,2
825,FALSE,1
826,TRUE,4
827,TRUE,4
828,TRUE,4
829,TRUE,4
830,FALSE,1
831,FALSE,1
832,FALSE,1
833,FALSE,3
834,TRUE,4
835,FALSE,1
836,TRUE,4
837,FALSE,1
838,FALSE,1
839,FALSE,1
840,FALSE,2
841,FALSE,2
842,FALSE,0
843,FALSE,1
844,TRUE,4
845,FALSE,2
846,TRUE,4
847,FALSE,3
848,TRUE,4
849,FALSE,0
850,FALSE,1
851,FALSE,3
852,FALSE,2
853,TRUE,4
854,TRUE,4
855,TRUE,4
856,TRUE,4
857,FALSE,1
858,TRUE,4
859,FALSE,1
860,FALSE,0
861,TRUE,4
862,TRUE,4
863,FALSE,2
864,FALSE,0
865,TRUE,4
866,FALSE,1
867,FALSE,0
868,FALSE,1
869,TRUE,4
870,FALSE,2
871,FALSE,0
872,TRUE,4
873,TRUE,4
874,TRUE,4
875,FALSE,1
876,FALSE,1
877,FALSE,1
878,FALSE,2
879,FALSE,3
880,TRUE,4
881,FALSE,1
882,FALSE,1
883,TRUE,4
884,TRUE,4
885,FALSE,2
886,FALSE,1
887,FALSE,2
888,FALSE,2
889,FALSE,0
890,TRUE,4
891,FALSE,2
892,FALSE,2
893,TRUE,4
894,FALSE,1
895,FALSE,0
896,FALSE,2
897,FALSE,2
898,TRUE,4
899,FALSE,0
900,FALSE,0
901,TRUE,4
902,FALSE,1
903,FALSE,1
904,FALSE,1
905,FALSE,2
906,FALSE,0
907,FALSE,2
908,TRUE,4
909,TRUE,4
910,FALSE,1
911,FALSE,2
912,FALSE,2
913,FALSE,1
914,FALSE,2
915,TRUE,4
916,TRUE,4
917,FALSE,1
918,TRUE,4
919,FALSE,1
920,TRUE,4
921,FALSE,0
922,FALSE,0
923,FALSE,0
924,TRUE,4
925,TRUE,4
926,FALSE,0
927,FALSE,2
928,FALSE,3
929,FALSE,2
930,TRUE,4
931,TRUE,4
932,FALSE,2
933,TRUE,4
934,FALSE,1
935,FALSE,1
936,TRUE,4
937,TRUE,4
938,FALSE,0
939,FALSE,0
940,TRUE,4
941,FALSE,1
942,TRUE,4
943,FALSE,2
944,FALSE,2
945,TRUE,4
946,FALSE,2
947,TRUE,4
948,FALSE,1
949,TRUE,4
950,TRUE,4
951,FALSE,2
952,FALSE,0
953,FALSE,1
954,FALSE,4
955,FALSE,2
956,TRUE,4
957,FALSE,0
958,FALSE,1
959,FALSE,2
960,FALSE,1
961,FALSE,3
962,FALSE,0
963,FALSE,1
964,FALSE,1
965,FALSE,1
966,FALSE,0
967,FALSE,1
968,FALSE,3
969,FALSE,2
970,FALSE,1
971,FALSE,2
972,TRUE,4
973,FALSE,1
974,FALSE,0
975,TRUE,4
976,FALSE,2
977,FALSE,0
978,FALSE,2
979,FALSE,2
980,TRUE,4
981,TRUE,4
982,FALSE,2
983,TRUE,4
984,FALSE,2
985,FALSE,2
986,FALSE,2
987,TRUE,4
988,FALSE,2
989,TRUE,4
990,FALSE,1
991,FALSE,1
992,FALSE,2
993,FALSE,2
994,TRUE,4
995,FALSE,1
996,TRUE,4
997,FALSE,2
998,FALSE,1
999,FALSE,1
1000,FALSE,2
1001,TRUE,4
1002,FALSE,0
1003,FALSE,2
1004,FALSE,1
1005,FALSE,0
1006,TRUE,4
1007,TRUE,4
1008,FALSE,1
1009,FALSE,1
1010,TRUE,4
1011,TRUE,4
1012,FALSE,2
1013,TRUE,4
1014,TRUE,4
1015,FALSE,2
1016,TRUE,4
1017,TRUE,4
1018,TRUE,4
1019,FALSE,2
1020,TRUE,4
1021,TRUE,4
1022,FALSE,1
1023,FALSE,1
1024,TRUE,4
1025,FALSE,0
1026,TRUE,4
1027,FALSE,2
1028,FALSE,2
1029,FALSE,2
1030,FALSE,3
1031,FALSE,1
1032,FALSE,0
1033,FALSE,1
1034,TRUE,4
1035,TRUE,4
1036,FALSE,1
1037,FALSE,0
1038,TRUE,4
1039,FALSE,2
1040,FALSE,1
1041,TRUE,4
1042,TRUE,4
1043,TRUE,4
1044,FALSE,1
1045,TRUE,4
1046,FALSE,1
1047,TRUE,4
1048,TRUE,4
1049,FALSE,1
1050,FALSE,1
1051,FALSE,2
1052,FALSE,1
1053,FALSE,0
1054,FALSE,2
1055,FALSE,0
1056,FALSE,2
1057,FALSE,1
1058,FALSE,1
1059,FALSE,0
1060,FALSE,0
1061,TRUE,4
1062,TRUE,4
1063,TRUE,4
1064,TRUE,4
1065,FALSE,1
1066,FALSE,1
1067,FALSE,1
1068,TRUE,4
1069,TRUE,4
1070,TRUE,4
1071,FALSE,2
1072,TRUE,4
1073,TRUE,4
1074,FALSE,1
1075,FALSE,1
1076,TRUE,4
1077,FALSE,0
1078,TRUE,4
1079,FALSE,1
1080,TRUE,4
1081,TRUE,4
1082,FALSE,2
1083,FALSE,2
1084,FALSE,2
1085,FALSE,1
1086,FALSE,1
1087,FALSE,3
1088,FALSE,2
1089,FALSE,1
1090,FALSE,0
1091,FALSE,1
1092,TRUE,4
1093,FALSE,1
1094,FALSE,0
1095,FALSE,2
1096,TRUE,4
1097,TRUE,4
1098,FALSE,4
1099,FALSE,1
1100,TRUE,4
1101,TRUE,4
1102,FALSE,2
1103,TRUE,4
1104,FALSE,3
1105,TRUE,4
1106,TRUE,4
1107,TRUE,4
1108,TRUE,4
1109,TRUE,4
1110,TRUE,4
1111,TRUE,4
1112,FALSE,1
1113,FALSE,3
1114,TRUE,4
1115,FALSE,1
1116,FALSE,1
1117,FALSE,1
1118,FALSE,1
1119,FALSE,1
1120,TRUE,4
1121,TRUE,4
1122,FALSE,3
1123,FALSE,1
1124,FALSE,1
1125,FALSE,1
1126,TRUE,4
1127,TRUE,4
1128,TRUE,4
1129,FALSE,1
1130,FALSE,1
1131,FALSE,0
1132,FALSE,3
1133,FALSE,1
1134,FALSE,3
1135,TRUE,4
1136,TRUE,4
1137,TRUE,4
1138,TRUE,4
1139,FALSE,2
1140,TRUE,4
1141,FALSE,2
1142,TRUE,4
1143,FALSE,3
1144,TRUE,4
1145,TRUE,4
1146,FALSE,2
1147,TRUE,4
1148,FALSE,1
1149,FALSE,1
1150,FALSE,1
1151,FALSE,1
1152,FALSE,2
1153,FALSE,2
1154,FALSE,1
1155,FALSE,1
1156,FALSE,0
1157,TRUE,4
1158,FALSE,2
1159,TRUE,4
1160,FALSE,2
1161,TRUE,4
1162,FALSE,1
1163,TRUE,4
1164,TRUE,4
1165,FALSE,1
1166,FALSE,2
1167,FALSE,1
1168,FALSE,0
1169,FALSE,3
1170,FALSE,2
1171,FALSE,1
1172,TRUE,4
1173,FALSE,1
1174,FALSE,1
1175,TRUE,4
1176,TRUE,4
1177,TRUE,4
1178,FALSE,1
1179,TRUE,4
1180,TRUE,4
1181,FALSE,0
1182,FALSE,2
1183,TRUE,4
1184,FALSE,1
1185,TRUE,4
1186,FALSE,1
1187,FALSE,1
1188,FALSE,1
1189,FALSE,2
1190,TRUE,4
1191,FALSE,0
1192,TRUE,4
1193,FALSE,2
1194,TRUE,4
1195,TRUE,4
1196,FALSE,1
1197,FALSE,1
1198,FALSE,2
1199,FALSE,0
1200,FALSE,2
1201,TRUE,4
1202,TRUE,4
1203,FALSE,2
1204,FALSE,1
1205,FALSE,3
1206,TRUE,4
1207,TRUE,4
1208,FALSE,0
1209,FALSE,1
1210,FALSE,1
1211,FALSE,2
1212,TRUE,4
1213,FALSE,1
1214,TRUE,4
1215,FALSE,1
1216,FALSE,2
1217,FALSE,2
1218,FALSE,1
1219,FALSE,1
1220,TRUE,4
1221,FALSE,2
1222,FALSE,1
1223,FALSE,2
1224,FALSE,2
1225,TRUE,4
1226,FALSE,0
1227,TRUE,4
1228,FALSE,1
1229,TRUE,4
1230,FALSE,0
1231,FALSE,2
1232,TRUE,4
1233,TRUE,4
1234,FALSE,1
1235,TRUE,4
1236,FALSE,3
1237,FALSE,2
1238,TRUE,4
1239,FALSE,2
1240,FALSE,2
1241,TRUE,4
1242,FALSE,2
1243,TRUE,4
1244,FALSE,0
1245,FALSE,2
1246,FALSE,2
1247,TRUE,4
1248,FALSE,1
1249,FALSE,1
1250,FALSE,1
1251,FALSE,2
1252,TRUE,4
1253,FALSE,1
1254,FALSE,3
1255,FALSE,0
1256,TRUE,4
1257,TRUE,4
1258,FALSE,1
1259,FALSE,0
1260,TRUE,4
1261,FALSE,3
1262,TRUE,4
1263,FALSE,0
1264,FALSE,0
1265,FALSE,2
1266,TRUE,4
1267,FALSE,0
1268,FALSE,1
1269,FALSE,2
1270,TRUE,4
1271,FALSE,2
1272,FALSE,2
1273,FALSE,1
1274,FALSE,1
1275,TRUE,4
1276,TRUE,4
1277,FALSE,0
1278,TRUE,4
1279,TRUE,4
1280,FALSE,3
1281,TRUE,4
1282,TRUE,4
1283,FALSE,1
1284,TRUE,4
1285,FALSE,1
1286,FALSE,1
1287,FALSE,2
1288,FALSE,3
1289,FALSE,1
1290,TRUE,4
1291,FALSE,1
1292,TRUE,4
1293,FALSE,0
1294,FALSE,0
1295,FALSE,1
1296,FALSE,1
1297,FALSE,1
1298,TRUE,4
1299,TRUE,4
1300,TRUE,4
1301,FALSE,1
1302,FALSE,1
1303,TRUE,4
1304,FALSE,2
1305,FALSE,2
1306,FALSE,2
1307,TRUE,4
1308,FALSE,1
1309,FALSE,1
1310,FALSE,0
1311,FALSE,1
1312,FALSE,1
1313,FALSE,1
1314,FALSE,1
1315,FALSE,0
1316,FALSE,2
1317,TRUE,4
1318,FALSE,2
1319,FALSE,3
1320,FALSE,2
1321,TRUE,4
1322,FALSE,1
1323,FALSE,1
1324,FALSE,0
1325,TRUE,4
1326,FALSE,0
1327,TRUE,4
1328,FALSE,1
1329,TRUE,4
1330,FALSE,1
1331,FALSE,1
1332,FALSE,1
1333,FALSE,2
1334,FALSE,1
1335,TRUE,4
1336,TRUE,4
1337,FALSE,0
1338,FALSE,1
1339,FALSE,1
1340,TRUE,4
1341,FALSE,2
1342,FALSE,1
1343,FALSE,2
1344,TRUE,4
1345,FALSE,0
1346,FALSE,0
1347,FALSE,2
1348,FALSE,3
1349,FALSE,0
1350,FALSE,3
1351,TRUE,4
1352,FALSE,1
1353,FALSE,0
1354,FALSE,1
1355,FALSE,3
1356,FALSE,1
1357,FALSE,0
1358,TRUE,4
1359,FALSE,1
1360,FALSE,0
1361,FALSE,2
1362,FALSE,0
1363,FALSE,0
1364,FALSE,2
1365,FALSE,1
1366,TRUE,4
1367,FALSE,2
1368,FALSE,3
1369,FALSE,1
1370,FALSE,0
1371,FALSE,0
1372,TRUE,3
1373,FALSE,0
1374,FALSE,1
1375,TRUE,4
1376,FALSE,1
1377,TRUE,4
1378,TRUE,4
1379,TRUE,4
1380,FALSE,2
1381,FALSE,2
1382,FALSE,2
1383,TRUE,4
1384,FALSE,1
1385,FALSE,0
1386,FALSE,1
1387,FALSE,2
1388,TRUE,4
1389,TRUE,4
1390,FALSE,1
1391,FALSE,1
1392,FALSE,3
1393,TRUE,4
1394,FALSE,2
1395,TRUE,4
1396,FALSE,0
1397,FALSE,2
1398,FALSE,2
1399,FALSE,1
1400,FALSE,1
1401,FALSE,3
1402,TRUE,4
1403,FALSE,0
1404,FALSE,3
1405,FALSE,1
1406,FALSE,2
1407,FALSE,0
1408,FALSE,3
1409,FALSE,1
1410,TRUE,4
1411,TRUE,4
1412,FALSE,2
1413,FALSE,2
1414,FALSE,2
1415,TRUE,4
1416,FALSE,0
1417,FALSE,0
1418,TRUE,4
1419,FALSE,2
1420,FALSE,1
1421,FALSE,1
1422,FALSE,1
1423,FALSE,1
1424,TRUE,4
1425,FALSE,0
1426,TRUE,4
1427,FALSE,1
1428,TRUE,4
1429,TRUE,4
1430,FALSE,2
1431,FALSE,0
1432,FALSE,1
1433,TRUE,4
1434,FALSE,1
1435,FALSE,1
1436,TRUE,4
1437,TRUE,4
1438,FALSE,1
1439,TRUE,4
1440,TRUE,4
1441,FALSE,1
1442,FALSE,1
1443,FALSE,1
1444,FALSE,3
1445,FALSE,0
1446,TRUE,4
1447,TRUE,4
1448,FALSE,3
1449,TRUE,4
1450,FALSE,0
1451,FALSE,1
1452,FALSE,1
1453,FALSE,1
1454,FALSE,0
1455,FALSE,1
1456,TRUE,3
1457,FALSE,2
1458,FALSE,1
1459,TRUE,4
1460,TRUE,4
1461,FALSE,0
1462,FALSE,2
1463,FALSE,1
1464,FALSE,2
1465,FALSE,2
1466,TRUE,4
1467,FALSE,2
1468,TRUE,4
1469,TRUE,4
1470,FALSE,1
1471,TRUE,4
1472,FALSE,2
1473,FALSE,2
1474,FALSE,1
1475,FALSE,0
1476,TRUE,4
1477,TRUE,3
1478,FALSE,1
1479,FALSE,0
1480,TRUE,4
1481,TRUE,4
1482,FALSE,0
1483,FALSE,0
1484,FALSE,2
1485,FALSE,0
1486,TRUE,4
1487,TRUE,4
1488,TRUE,4
1489,FALSE,2
1490,FALSE,1
1491,FALSE,2
1492,TRUE,4
1493,FALSE,2
1494,FALSE,2
1495,FALSE,0
1496,FALSE,3
1497,FALSE,0
