"id","high_risk","outcome"
281,FALSE,2
282,FALSE,1
283,FALSE,2
284,TRUE,4
285,FALSE,0
286,TRUE,4
287,FALSE,2
288,FALSE,0
289,FALSE,1
290,FALSE,3
291,FALSE,0
292,FALSE,2
293,FALSE,1
294,FALSE,3
295,TRUE,4
296,FALSE,1
297,FALSE,0
298,TRUE,4
299,FALSE,1
300,FALSE,2
301,FALSE,1
302,FALSE,3
303,FALSE,0
304,FALSE,1
305,FALSE,1
306,FALSE,1
307,FALSE,1
308,FALSE,0
309,FALSE,1
310,FALSE,1
311,FALSE,1
312,FALSE,0
313,FALSE,1
314,FALSE,2
315,TRUE,4
316,FALSE,1
317,FALSE,1
318,TRUE,4
319,FALSE,0
320,FALSE,1
321,FALSE,0
322,TRUE,4
323,TRUE,4
324,FALSE,1
325,FALSE,4
326,FALSE,1
327,FALSE,1
328,TRUE,4
329,FALSE,1
330,TRUE,4
331,TRUE,4
332,FALSE,1
333,FALSE,1
334,FALSE,3
335,TRUE,4
336,FALSE,0
337,TRUE,4
338,FALSE,0
339,FALSE,3
340,FALSE,0
341,FALSE,2
342,TRUE,4
343,TRUE,4
344,FALSE,1
345,FALSE,1
346,FALSE,2
347,FALSE,0
348,FALSE,4
349,FALSE,0
350,FALSE,1
351,FALSE,2
352,FALSE,1
353,FALSE,1
354,FALSE,1
355,TRUE,4
356,FALSE,0
357,FALSE,0
358,FALSE,2
359,TRUE,4
360,FALSE,1
361,FALSE,1
362,FALSE,2
363,FALSE,1
364,FALSE,1
365,FALSE,1
366,FALSE,2
367,FALSE,0
368,FALSE,1
369,FALSE,2
370,FALSE,3
371,FALSE,0
372,FALSE,2
373,FALSE,3
374,FALSE,1
375,FALSE,0
376,FALSE,2
377,FALSE,1
378,FALSE,1
379,FALSE,1
380,TRUE,4
381,FALSE,0
382,FALSE,1
383,FALSE,2
384,FALSE,2
385,FALSE,0
386,FALSE,3
387,FALSE,1
388,FALSE,2
389,FALSE,1
390,FALSE,1
391,FALSE,2
392,FALSE,3
393,TRUE,4
394,FALSE,2
395,FALSE,3
396,FALSE,0
397,FALSE,0
398,FALSE,0
399,TRUE,4
400,FALSE,1
401,FALSE,1
402,TRUE,4
403,FALSE,1
404,TRUE,4
405,FALSE,1
406,FALSE,0
407,TRUE,4
408,FALSE,1
409,FALSE,1
410,FALSE,0
411,FALSE,2
412,FALSE,2
413,FALSE,1
414,FALSE,0
415,FALSE,0
416,FALSE,0
417,FALSE,0
418,TRUE,4
419,TRUE,4
420,TRUE,4
421,FALSE,0
422,FALSE,0
423,FALSE,0
424,TRUE,4
425,FALSE,2
426,FALSE,2
427,FALSE,2
428,FALSE,2
429,TRUE,4
430,TRUE,4
431,FALSE,2
432,FALSE,1
433,FALSE,2
434,FALSE,1
435,FALSE,2
436,FALSE,3
437,TRUE,4
438,FALSE,1
439,FALSE,1
440,TRUE,4
441,FALSE,2
442,FALSE,0
443,FALSE,2
444,FALSE,1
445,FALSE,2
446,FALSE,0
447,FALSE,1
448,FALSE,2
449,FALSE,1
450,FALSE,2
451,TRUE,4
452,FALSE,0
453,FALSE,0
454,FALSE,0
455,FALSE,3
456,FALSE,1
457,FALSE,2
458,FALSE,2
459,TRUE,4
460,FALSE,2
461,FALSE,1
462,TRUE,4
463,FALSE,1
464,FALSE,2
465,FALSE,1
466,FALSE,0
467,FALSE,1
468,FALSE,0
469,FALSE,2
470,FALSE,1
471,TRUE,4
472,TRUE,4
473,TRUE,4
474,FALSE,0
475,TRUE,4
476,FALSE,1
477,FALSE,2
478,FALSE,1
479,FALSE,2
480,FALSE,1
481,FALSE,0
482,FALSE,2
483,FALSE,2
484,FALSE,1
485,FALSE,1
486,FALSE,1
487,FALSE,1
488,FALSE,1
489,FALSE,1
490,FALSE,0
491,TRUE,4
492,FALSE,1
493,TRUE,4
494,FALSE,2
495,TRUE,4
496,TRUE,4
497,FALSE,1
498,TRUE,4
499,FALSE,2
500,FALSE,4
501,FALSE,1
502,FALSE,1
503,FALSE,2
504,FALSE,1
505,FALSE,2
506,FALSE,0
507,FALSE,1
508,FALSE,1
509,TRUE,4
510,FALSE,1
511,FALSE,1
512,FALSE,0
513,FALSE,1
514,TRUE,4
515,FALSE,1
516,TRUE,4
517,FALSE,1
518,TRUE,4
519,FALSE,1
520,FALSE,1
521,TRUE,4
522,FALSE,1
523,FALSE,3
524,FALSE,1
525,TRUE,4
526,TRUE,4
527,FALSE,0
528,FALSE,0
529,FALSE,0
530,FALSE,1
531,FALSE,0
532,FALSE,1
533,TRUE,4
534,FALSE,1
535,TRUE,4
536,FALSE,1
537,FALSE,1
538,FALSE,2
539,FALSE,1
540,FALSE,1
541,FALSE,1
542,FALSE,2
543,TRUE,4
544,FALSE,0
545,FALSE,1
546,FALSE,1
547,FALSE,2
548,FALSE,2
549,FALSE,2
550,FALSE,2
551,FALSE,0
552,TRUE,4
553,FALSE,2
554,FALSE,1
555,FALSE,0
556,FALSE,1
557,FALSE,1
558,FALSE,1
559,FALSE,1
560,FALSE,1
561,FALSE,1
562,FALSE,1
563,TRUE,4
564,FALSE,2
565,TRUE,4
566,FALSE,1
567,TRUE,4
568,FALSE,1
569,FALSE,0
570,FALSE,3
571,FALSE,1
572,FALSE,2
573,FALSE,1
574,FALSE,1
575,FALSE,0
576,FALSE,2
577,FALSE,1
578,FALSE,0
579,FALSE,1
580,TRUE,4
581,TRUE,4
582,TRUE,4
583,FALSE,0
584,FALSE,1
585,FALSE,2
586,FALSE,1
587,FALSE,0
588,FALSE,4
589,TRUE,4
590,FALSE,1
591,FALSE,0
592,FALSE,1
593,FALSE,2
594,FALSE,3
595,FALSE,2
596,FALSE,1
597,TRUE,4
598,FALSE,0
599,TRUE,4
600,TRUE,4
601,FALSE,3
602,TRUE,4
603,TRUE,4
604,FALSE,1
605,FALSE,2
606,FALSE,1
607,FALSE,0
608,FALSE,2
609,TRUE,4
610,FALSE,0
611,TRUE,4
612,FALSE,4
613,FALSE,1
614,FALSE,3
615,TRUE,4
616,TRUE,4
617,FALSE,1
618,FALSE,1
619,FALSE,1
620,FALSE,2
621,FALSE,2
622,FALSE,0
623,FALSE,0
624,TRUE,4
625,FALSE,1
626,TRUE,4
627,FALSE,0
628,FALSE,1
629,FALSE,0
630,FALSE,0
631,FALSE,1
632,TRUE,4
633,FALSE,1
634,FALSE,1
635,FALSE,3
636,TRUE,4
637,TRUE,4
638,TRUE,4
639,FALSE,2
640,FALSE,1
641,FALSE,1
642,TRUE,4
643,FALSE,2
644,FALSE,2
645,FALSE,0
646,FALSE,1
647,FALSE,2
648,FALSE,0
649,FALSE,0
650,FALSE,2
651,TRUE,4
652,FALSE,0
653,FALSE,3
654,FALSE,2
655,FALSE,1
656,FALSE,3
657,FALSE,2
658,FALSE,2
659,FALSE,2
660,FALSE,0
661,FALSE,0
662,FALSE,2
663,TRUE,4
664,FALSE,1
665,FALSE,1
666,FALSE,0
667,FALSE,1
668,TRUE,4
669,FALSE,1
670,FALSE,1
671,TRUE,4
672,FALSE,2
673,FALSE,1
674,FALSE,1
675,FALSE,1
676,FALSE,2
677,FALSE,1
678,TRUE,4
679,FALSE,1
680,FALSE,2
681,FALSE,0
682,FALSE,0
683,FALSE,1
684,FALSE,1
685,FALSE,0
686,FALSE,1
687,FALSE,1
688,FALSE,1
689,FALSE,1
690,FALSE,1
691,FALSE,1
692,FALSE,2
693,FALSE,1
694,FALSE,2
695,FALSE,2
696,FALSE,1
697,TRUE,4
698,FALSE,1
699,FALSE,1
700,FALSE,1
701,FALSE,1
702,TRUE,4
703,TRUE,4
704,FALSE,0
705,TRUE,4
706,FALSE,0
707,FALSE,0
708,FALSE,1
709,FALSE,2
710,FALSE,1
711,FALSE,3
712,FALSE,0
713,FALSE,0
714,FALSE,2
715,FALSE,2
716,FALSE,2
717,FALSE,0
718,TRUE,4
719,FALSE,1
720,FALSE,0
721,FALSE,2
722,FALSE,1
723,FALSE,1
724,FALSE,1
725,FALSE,1
726,TRUE,4
727,TRUE,4
728,FALSE,1
729,FALSE,0
730,FALSE,0
731,FALSE,1
732,TRUE,4
733,FALSE,2
734,FALSE,1
735,FALSE,0
736,FALSE,0
737,TRUE,4
738,FALSE,1
739,FALSE,1
740,FALSE,2
741,TRUE,4
742,FALSE,0
743,FALSE,1
744,FALSE,1
745,TRUE,4
746,FALSE,3
747,FALSE,0
748,FALSE,1
749,FALSE,1
750,TRUE,4
751,FALSE,0
752,TRUE,4
753,TRUE,4
754,FALSE,1
755,FALSE,2
756,TRUE,4
757,FALSE,1
758,FALSE,2
759,FALSE,1
760,FALSE,1
761,FALSE,1
762,FALSE,1
763,TRUE,4
764,FALSE,3
765,TRUE,4
766,FALSE,1
767,FALSE,3
768,FALSE,3
769,TRUE,4
770,FALSE,0
771,FALSE,1
772,FALSE,1
773,FALSE,2
774,FALSE,2
775,FALSE,2
776,FALSE,2
777,FALSE,2
778,FALSE,0
779,FALSE,1
780,FALSE,1
781,FALSE,1
782,FALSE,1
783,FALSE,1
784,FALSE,1
785,TRUE,4
786,FALSE,0
787,FALSE,2
788,FALSE,3
789,FALSE,0
790,FALSE,3
791,FALSE,0
792,TRUE,4
793,FALSE,2
794,FALSE,3
795,FALSE,1
796,TRUE,4
797,FALSE,1
798,FALSE,2
799,FALSE,1
800,TRUE,4
801,TRUE,4
802,FALSE,1
803,TRUE,4
804,FALSE,1
805,FALSE,1
806,FALSE,2
807,FALSE,1
808,FALSE,1
809,FALSE,2
810,FALSE,3
811,FALSE,3
812,FALSE,2
813,TRUE,4
814,FALSE,1
815,TRUE,4
816,FALSE,3
817,FALSE,0
818,FALSE,1
819,FALSE,1
820,FALSE,2
821,FALSE,2
822,FALSE,2
823,TRUE,4
824,FALSE,0
825,FALSE,2
826,TRUE,4
827,FALSE,1
828,FALSE,1
829,FALSE,2
830,FALSE,1
831,FALSE,2
832,FALSE,0
833,FALSE,0
834,FALSE,0
835,TRUE,4
836,TRUE,4
837,FALSE,2
838,FALSE,0
839,FALSE,0
840,FALSE,1
841,FALSE,2
842,FALSE,0
843,FALSE,0
844,FALSE,1
845,FALSE,2
846,FALSE,3
847,TRUE,4
848,FALSE,2
849,FALSE,0
850,FALSE,1
851,FALSE,2
852,TRUE,4
853,FALSE,2
854,FALSE,2
855,TRUE,4
856,TRUE,4
857,FALSE,1
858,FALSE,2
859,FALSE,1
860,TRUE,4
861,FALSE,1
862,FALSE,3
863,FALSE,1
864,FALSE,1
865,TRUE,4
866,FALSE,1
867,FALSE,1
868,FALSE,3
869,FALSE,1
870,FALSE,2
871,FALSE,2
872,FALSE,1
873,TRUE,4
874,FALSE,1
875,FALSE,2
876,FALSE,1
877,TRUE,4
878,FALSE,1
879,TRUE,4
880,FALSE,1
881,FALSE,1
882,FALSE,1
883,FALSE,1
884,FALSE,2
885,TRUE,4
886,TRUE,4
887,FALSE,3
888,FALSE,1
889,FALSE,0
890,FALSE,0
891,FALSE,0
892,TRUE,4
893,FALSE,0
894,FALSE,2
895,TRUE,4
896,TRUE,4
897,FALSE,1
898,FALSE,1
899,FALSE,3
900,FALSE,1
901,FALSE,3
902,FALSE,1
903,FALSE,1
904,TRUE,4
905,FALSE,1
906,FALSE,1
907,FALSE,2
908,FALSE,3
909,FALSE,2
910,FALSE,0
911,FALSE,0
912,FALSE,1
913,TRUE,4
914,FALSE,0
915,FALSE,0
916,FALSE,2
917,FALSE,0
918,FALSE,2
919,FALSE,3
920,TRUE,4
921,FALSE,0
922,TRUE,4
923,FALSE,0
924,FALSE,1
925,FALSE,1
926,FALSE,1
927,TRUE,4
928,FALSE,2
929,TRUE,4
930,FALSE,2
931,FALSE,1
932,TRUE,4
933,FALSE,1
934,FALSE,1
935,FALSE,1
936,FALSE,3
937,FALSE,2
938,FALSE,0
939,FALSE,1
940,FALSE,1
941,FALSE,2
942,FALSE,1
943,FALSE,2
944,FALSE,2
945,FALSE,1
946,FALSE,3
947,FALSE,2
948,FALSE,2
949,FALSE,1
950,FALSE,0
951,FALSE,2
952,TRUE,4
953,FALSE,2
954,FALSE,2
955,TRUE,4
956,FALSE,0
957,FALSE,1
958,TRUE,4
959,FALSE,1
960,FALSE,0
961,FALSE,1
962,TRUE,4
963,TRUE,4
964,FALSE,1
965,FALSE,1
966,FALSE,1
967,TRUE,4
968,FALSE,2
969,FALSE,2
970,TRUE,4
971,FALSE,0
972,FALSE,0
973,FALSE,0
974,TRUE,4
975,FALSE,3
976,FALSE,3
977,FALSE,2
978,TRUE,4
979,FALSE,1
980,FALSE,0
981,FALSE,2
982,TRUE,4
983,FALSE,1
984,FALSE,3
985,FALSE,2
986,FALSE,2
987,TRUE,4
988,FALSE,2
989,FALSE,3
990,FALSE,1
991,FALSE,1
992,FALSE,0
993,FALSE,0
994,TRUE,4
995,FALSE,3
996,FALSE,1
997,FALSE,1
998,FALSE,1
999,FALSE,1
1000,TRUE,4
1001,FALSE,2
1002,FALSE,1
1003,FALSE,2
1004,FALSE,0
1005,TRUE,4
1006,FALSE,0
1007,FALSE,1
1008,FALSE,1
1009,FALSE,1
1010,FALSE,1
1011,TRUE,4
1012,FALSE,1
1013,FALSE,2
1014,FALSE,1
1015,FALSE,4
1016,TRUE,4
1017,FALSE,4
1018,FALSE,0
1019,FALSE,4
1020,FALSE,2
1021,FALSE,2
1022,FALSE,1
1023,FALSE,1
1024,FALSE,1
1025,FALSE,1
1026,FALSE,1
1027,TRUE,4
1028,FALSE,0
1029,FALSE,1
1030,FALSE,1
1031,FALSE,2
1032,FALSE,1
1033,FALSE,2
1034,FALSE,0
1035,FALSE,4
1036,FALSE,1
1037,TRUE,4
1038,FALSE,1
1039,FALSE,3
1040,TRUE,4
1041,FALSE,0
1042,FALSE,1
1043,FALSE,2
1044,TRUE,4
1045,FALSE,1
1046,FALSE,2
1047,FALSE,0
1048,FALSE,3
1049,TRUE,4
1050,FALSE,1
1051,FALSE,0
1052,FALSE,0
1053,FALSE,2
1054,FALSE,0
1055,FALSE,0
1056,FALSE,1
1057,FALSE,3
1058,TRUE,4
1059,FALSE,2
1060,TRUE,4
1061,FALSE,0
1062,FALSE,2
1063,FALSE,0
1064,TRUE,4
1065,FALSE,0
1066,FALSE,2
1067,FALSE,1
1068,TRUE,4
1069,FALSE,0
1070,FALSE,2
1071,FALSE,3
1072,FALSE,2
1073,FALSE,1
1074,FALSE,1
1075,FALSE,1
1076,FALSE,2
1077,FALSE,0
1078,FALSE,0
1079,FALSE,1
1080,FALSE,4
1081,TRUE,4
1082,FALSE,1
1083,FALSE,2
1084,FALSE,2
1085,FALSE,1
1086,TRUE,4
1087,TRUE,4
1088,FALSE,2
1089,TRUE,4
1090,TRUE,4
1091,FALSE,1
1092,TRUE,4
1093,FALSE,1
1094,FALSE,0
1095,FALSE,1
1096,FALSE,0
1097,FALSE,1
1098,TRUE,4
1099,FALSE,1
1100,TRUE,4
1101,TRUE,4
1102,FALSE,2
1103,FALSE,4
1104,TRUE,4
1105,FALSE,1
1106,FALSE,1
1107,FALSE,0
1108,TRUE,4
1109,FALSE,2
1110,TRUE,4
1111,TRUE,4
1112,FALSE,2
1113,TRUE,4
1114,TRUE,4
1115,FALSE,0
1116,TRUE,4
1117,FALSE,0
1118,FALSE,2
1119,FALSE,2
1120,FALSE,3
1121,TRUE,4
1122,FALSE,2
1123,FALSE,1
1124,TRUE,4
1125,FALSE,3
1126,FALSE,2
1127,FALSE,2
1128,FALSE,1
1129,FALSE,0
1130,FALSE,1
1131,TRUE,4
1132,FALSE,1
1133,FALSE,2
1134,FALSE,1
1135,FALSE,0
1136,FALSE,2
1137,TRUE,4
1138,FALSE,3
1139,TRUE,4
1140,FALSE,1
1141,TRUE,4
1142,FALSE,0
1143,FALSE,2
1144,FALSE,1
1145,FALSE,0
1146,FALSE,1
1147,TRUE,4
1148,FALSE,4
1149,FALSE,2
1150,FALSE,1
1151,FALSE,1
1152,FALSE,2
1153,FALSE,2
1154,FALSE,2
1155,TRUE,4
1156,TRUE,4
1157,FALSE,1
1158,FALSE,3
1159,FALSE,2
1160,FALSE,0
1161,TRUE,4
1162,FALSE,2
1163,FALSE,2
1164,FALSE,0
1165,TRUE,4
1166,FALSE,0
1167,FALSE,1
1168,FALSE,2
1169,FALSE,3
1170,TRUE,4
1171,FALSE,2
1172,FALSE,1
1173,FALSE,1
1174,FALSE,3
1175,FALSE,3
1176,FALSE,2
1177,FALSE,2
1178,FALSE,2
1179,FALSE,2
1180,FALSE,3
1181,FALSE,2
1182,FALSE,3
1183,TRUE,4
1184,FALSE,4
1185,FALSE,1
1186,FALSE,0
1187,TRUE,4
1188,FALSE,1
1189,FALSE,2
1190,FALSE,3
1191,TRUE,4
1192,FALSE,0
1193,TRUE,4
1194,FALSE,0
1195,FALSE,3
1196,FALSE,1
1197,FALSE,2
1198,FALSE,1
1199,FALSE,1
1200,TRUE,4
1201,FALSE,1
1202,TRUE,4
1203,FALSE,3
1204,FALSE,1
1205,TRUE,4
1206,TRUE,4
1207,TRUE,4
1208,TRUE,4
1209,FALSE,1
1210,FALSE,1
1211,FALSE,0
1212,FALSE,0
1213,TRUE,4
1214,TRUE,4
1215,FALSE,0
1216,FALSE,1
1217,FALSE,1
1218,FALSE,3
1219,FALSE,2
1220,FALSE,2
1221,FALSE,0
1222,FALSE,0
1223,FALSE,0
1224,FALSE,2
1225,TRUE,4
1226,FALSE,0
1227,FALSE,2
1228,FALSE,3
1229,FALSE,1
1230,TRUE,4
1231,FALSE,0
1232,FALSE,1
1233,FALSE,2
1234,FALSE,2
1235,FALSE,1
1236,TRUE,4
1237,FALSE,1
1238,FALSE,1
1239,FALSE,1
1240,FALSE,0
1241,FALSE,2
1242,FALSE,1
1243,FALSE,1
1244,FALSE,1
1245,FALSE,3
1246,FALSE,1
1247,FALSE,3
1248,TRUE,4
1249,FALSE,1
1250,FALSE,3
1251,FALSE,1
1252,TRUE,4
1253,FALSE,1
1254,FALSE,1
1255,FALSE,1
1256,FALSE,2
1257,TRUE,4
1258,FALSE,0
1259,FALSE,0
1260,FALSE,2
1261,TRUE,4
1262,FALSE,3
1263,FALSE,1
1264,FALSE,2
1265,FALSE,3
1266,FALSE,2
1267,FALSE,3
1268,TRUE,4
1269,FALSE,1
1270,FALSE,1
1271,FALSE,1
1272,TRUE,4
1273,TRUE,4
1274,FALSE,1
1275,FALSE,0
1276,TRUE,4
1277,FALSE,1
1278,FALSE,2
1279,FALSE,2
1280,FALSE,0
1281,FALSE,3
1282,TRUE,4
1283,FALSE,2
1284,FALSE,2
1285,FALSE,0
1286,FALSE,1
1287,FALSE,1
1288,FALSE,1
1289,FALSE,2
1290,FALSE,1
1291,FALSE,1
1292,FALSE,1
1293,FALSE,2
1294,FALSE,1
1295,FALSE,0
1296,TRUE,4
1297,FALSE,0
1298,FALSE,2
1299,TRUE,4
1300,FALSE,2
1301,TRUE,4
1302,FALSE,1
1303,TRUE,4
1304,FALSE,2
1305,FALSE,0
1306,FALSE,1
1307,TRUE,4
1308,TRUE,4
1309,TRUE,4
1310,TRUE,4
1311,FALSE,1
1312,FALSE,1
1313,FALSE,2
1314,TRUE,4
1315,FALSE,3
1316,FALSE,1
1317,FALSE,1
1318,FALSE,1
1319,FALSE,1
1320,FALSE,1
1321,FALSE,0
1322,TRUE,4
1323,FALSE,1
1324,FALSE,2
1325,FALSE,2
1326,FALSE,3
1327,FALSE,0
1328,FALSE,1
1329,FALSE,1
1330,FALSE,0
1331,TRUE,4
1332,FALSE,2
1333,FALSE,1
1334,TRUE,4
1335,TRUE,4
1336,TRUE,4
1337,FALSE,1
1338,FALSE,2
1339,TRUE,4
1340,TRUE,4
1341,FALSE,1
1342,FALSE,1
1343,TRUE,4
1344,FALSE,2
1345,FALSE,3
1346,FALSE,1
1347,TRUE,4
1348,TRUE,4
1349,TRUE,4
1350,TRUE,4
1351,FALSE,1
1352,FALSE,1
1353,FALSE,0
1354,FALSE,0
1355,FALSE,1
1356,TRUE,4
1357,FALSE,1
1358,FALSE,3
1359,FALSE,1
1360,FALSE,1
1361,FALSE,1
1362,FALSE,1
1363,FALSE,1
1364,FALSE,0
1365,FALSE,2
1366,TRUE,4
1367,FALSE,1
1368,FALSE,2
1369,FALSE,1
1370,TRUE,4
1371,FALSE,1
1372,FALSE,0
1373,FALSE,2
1374,TRUE,4
1375,FALSE,1
1376,FALSE,0
1377,FALSE,2
1378,FALSE,3
1379,TRUE,4
1380,TRUE,4
1381,FALSE,1
1382,FALSE,1
1383,FALSE,0
1384,FALSE,3
1385,FALSE,1
1386,FALSE,1
1387,FALSE,1
1388,TRUE,4
1389,TRUE,4
1390,FALSE,1
1391,FALSE,2
1392,TRUE,4
1393,FALSE,3
1394,FALSE,0
1395,FALSE,2
1396,FALSE,3
1397,TRUE,4
1398,FALSE,1
1399,FALSE,2
1400,FALSE,1
1401,FALSE,3
1402,FALSE,2
1403,FALSE,1
1404,TRUE,4
1405,FALSE,2
1406,FALSE,2
1407,FALSE,1
1408,FALSE,2
1409,TRUE,4
1410,FALSE,1
1411,FALSE,1
1412,FALSE,2
1413,FALSE,1
1414,FALSE,1
1415,FALSE,0
1416,FALSE,0
1417,FALSE,0
1418,FALSE,0
1419,FALSE,3
1420,FALSE,0
1421,FALSE,1
1422,FALSE,0
1423,TRUE,4
1424,TRUE,4
1425,FALSE,2
1426,FALSE,1
1427,TRUE,4
1428,FALSE,3
1429,FALSE,2
1430,FALSE,0
1431,TRUE,4
1432,FALSE,2
1433,FALSE,1
1434,FALSE,1
1435,FALSE,0
1436,TRUE,4
1437,TRUE,4
1438,FALSE,1
1439,FALSE,0
1440,FALSE,1
1441,FALSE,1
1442,FALSE,0
1443,FALSE,0
1444,FALSE,3
1445,TRUE,4
1446,TRUE,4
1447,FALSE,0
1448,FALSE,2
1449,FALSE,0
1450,FALSE,1
1451,FALSE,1
1452,TRUE,4
1453,FALSE,1
1454,TRUE,4
1455,FALSE,0
1456,TRUE,4
1457,FALSE,1
1458,FALSE,1
1459,FALSE,3
1460,FALSE,2
1461,FALSE,0
1462,FALSE,1
1463,FALSE,1
1464,TRUE,4
1465,TRUE,4
1466,FALSE,3
1467,TRUE,4
1468,FALSE,0
1469,TRUE,4
1470,FALSE,1
1471,FALSE,1
1472,TRUE,4
1473,FALSE,1
1474,FALSE,1
1475,FALSE,1
1476,FALSE,1
1477,FALSE,1
1478,FALSE,0
1479,FALSE,2
1480,FALSE,0
1481,FALSE,3
1482,FALSE,1
1483,FALSE,2
1484,FALSE,0
1485,FALSE,3
1486,FALSE,1
1487,FALSE,0
1488,FALSE,1
1489,TRUE,4
1490,TRUE,4
1491,FALSE,1
1492,FALSE,2
1493,FALSE,1
1494,TRUE,4
1495,FALSE,1
1496,TRUE,4
1497,FALSE,0
